Wall time,Step,Value
1579532337.9658618,448000,-931.9969482421875
1579532337.9660194,448000,-1075.161376953125
1579532338.5228226,449600,-974.9811401367188
1579532338.5231383,449600,-1006.8170166015625
1579532338.5232158,449600,-949.923828125
1579532339.0817163,451200,-817.6334228515625
1579532339.5515206,452800,-1172.8643798828125
1579532339.5518818,452800,-1218.517578125
1579532341.094795,457600,-950.7088012695312
1579532341.6456394,459200,-965.4961547851562
1579532342.2138412,460800,-783.2412109375
1579532342.2144182,460800,-833.3712158203125
1579532342.7757535,462400,-968.7203369140625
1579532343.3237603,464000,-844.6132202148438
1579532343.8694015,465600,-935.1220703125
1579532345.550137,470400,-976.6547241210938
1579532346.1220496,472000,-1241.2645263671875
1579532348.35453,478400,-810.4050903320312
1579532348.3546178,478400,-798.0797729492188
1579532348.89264,480000,-832.3776245117188
1579532351.7120755,488000,-838.190185546875
1579532352.2647512,489600,-1097.930908203125
1579532352.8258202,491200,-934.6024169921875
1579532352.8259814,491200,-797.4100952148438
1579532352.8261395,491200,-800.5964965820312
1579532353.3807163,492800,-1202.41943359375
1579532355.0841236,497600,-1210.3544921875
1579532355.0842109,497600,-1147.8597412109375
1579532356.2111006,500800,-945.4827880859375
1579532356.2113764,500800,-962.5794677734375
1579532356.2119532,500800,-964.5032958984375
1579532357.3517432,504000,-815.9349365234375
1579532357.9296062,505600,-825.0164184570312
1579532358.4713445,507200,-1054.0557861328125
1579532359.5755768,510400,-829.25341796875
1579532359.5758934,510400,-963.5552978515625
1579532360.1463583,512000,-671.8534545898438
1579532361.8440351,516800,-970.830078125
1579532362.3922253,518400,-803.2451782226562
1579532363.5009847,521600,-808.4156494140625
1579532363.5014553,521600,-543.9778442382812
1579532364.6360543,524800,-1011.8552856445312
1579532365.1806161,526400,-1099.7117919921875
1579532365.1807024,526400,-1054.7366943359375
1579532366.2992382,529600,-471.0342102050781
1579532366.8480818,531200,-839.49169921875
1579532366.8485608,531200,-992.48291015625
1579532368.516999,536000,-1132.0419921875
1579532369.0706005,537600,-1187.845947265625
1579532369.6214256,539200,-924.5745849609375
1579532370.1650527,540800,-971.4139404296875
1579532370.7283952,542400,-952.4351806640625
1579532371.8571944,545600,-1200.702880859375
1579532372.9724138,548800,-936.5643310546875
1579532372.9727144,548800,-938.8126831054688
1579532374.080743,552000,-1411.6796875
1579532376.2565165,558400,-1275.646728515625
1579532376.2566044,558400,-1329.2137451171875
1579532376.256689,558400,-1344.5875244140625
1579532377.9166696,563200,-1501.56640625
1579532379.0517638,566400,-1094.8319091796875
1579532382.3860972,576000,-969.3369750976562
1579532382.9377072,577600,-1121.6678466796875
1579532383.4906814,579200,-1289.9901123046875
1579532384.043167,580800,-1392.3060302734375
1579532385.1301005,584000,-792.8372192382812
1579532385.1302547,584000,-783.1583862304688
1579532385.697573,585600,-1518.411865234375
1579532388.4550817,593600,-972.579345703125
1579532389.0178185,595200,-975.4255981445312
1579532390.6864986,600000,-1501.4461669921875
1579532391.2318904,601600,-1087.44482421875
1579532391.793317,603200,-1065.2998046875
1579532391.793682,603200,-1225.1019287109375
1579532392.8910522,606400,-1514.5135498046875
1579532392.8913147,606400,-1514.5135498046875
1579532393.4569883,608000,-790.8221435546875
1579532394.0165546,609600,-1498.0279541015625
1579532395.7030396,614400,-1095.3165283203125
1579532395.7034652,614400,-1250.7611083984375
1579532395.703659,614400,-1046.2489013671875
1579532397.9211178,620800,-766.842041015625
1579532399.5895176,625600,-788.4263916015625
1579532400.6932104,628800,-1014.7453002929688
1579532401.2649488,630400,-913.3062133789062
1579532401.2653987,630400,-908.4896850585938
1579532401.8081117,632000,-819.60400390625
1579532402.3776505,633600,-1038.7755126953125
1579532403.518525,636800,-676.8453369140625
1579532404.640751,640000,-1321.24365234375
1579532404.6408439,640000,-1304.8709716796875
1579532405.196217,641600,-1007.80322265625
1579532405.196479,641600,-1102.8150634765625
1579532406.8534546,646400,-807.5148315429688
1579532407.423601,648000,-984.8861083984375
1579532407.9872878,649600,-677.9461669921875
1579532407.9875312,649600,-706.31689453125
1579532407.9876056,649600,-744.2545166015625
1579532407.9877527,649600,-699.9337158203125
1579532407.9878247,649600,-543.7420654296875
1579532410.2288146,656000,-781.401611328125
1579532410.800337,657600,-1462.5838623046875
1579532412.4560122,662400,-677.1065063476562
1579532413.0133224,664000,-544.9532470703125
1579532413.5687923,665600,-987.8661499023438
1579532414.120528,667200,-941.9646606445312
1579532415.2439244,670400,-428.8354187011719
1579532416.912266,675200,-536.0278930664062
1579532417.4842713,676800,-1418.3682861328125
1579532418.0605814,678400,-1524.8802490234375
1579532419.167049,681600,-1201.7437744140625
1579532419.7348306,683200,-1125.498291015625
1579532420.8311348,686400,-1492.5958251953125
1579532421.3863904,688000,-814.6090087890625
1579532422.4911554,691200,-940.1442260742188
1579532422.491325,691200,-937.3023681640625
1579532423.0611174,692800,-6.12913703918457
1579532423.6177423,694400,-1066.16064453125
1579532423.6184204,694400,-4.14082145690918
1579532424.1883335,696000,-1137.427978515625
1579532424.7455192,697600,-697.881591796875
1579532425.8846624,700800,-1279.3153076171875
1579532426.4436045,702400,-1073.591064453125
1579532426.9932446,704000,-1405.33984375
1579532426.994089,704000,-1412.4521484375
1579532428.0967946,707200,-799.73779296875
1579532428.6712317,708800,-1481.8785400390625
1579532428.6717844,708800,-1481.8785400390625
1579532429.2365842,710400,-1061.4818115234375
1579532430.3430884,713600,-759.6409301757812
1579532431.4694428,716800,-1496.26708984375
1579532433.15669,721600,-921.8850708007812
1579532434.2651684,724800,-1359.4354248046875
1579532434.2653334,724800,-1247.6611328125
1579532434.2654784,724800,-1235.8668212890625
1579532434.8239343,726400,-1522.279296875
1579532434.8241935,726400,-1521.025146484375
1579532435.941822,729600,-681.785400390625
1579532437.0286365,732800,-1000.2379150390625
1579532437.5913754,734400,-737.7847290039062
1579532439.8214002,740800,-678.2112426757812
